filePath,module,fileName,pmnt,tpcbis,csec,wmc,rfc,dc,loc,cloc,lcom2
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\renderer\xy\CandlestickRenderer.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.renderer.xy,CandlestickRenderer,51.851852%,356,29,63,68,0.5574572,818.0,456.0,211
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\renderer\xy\ClusteredXYBarRenderer.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.renderer.xy,ClusteredXYBarRenderer,50.0%,333,26,24,38,0.44817072,328.0,147.0,9
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\renderer\xy\CyclicXYItemRenderer.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.renderer.xy,CyclicXYItemRenderer,83.33333%,103,20,27,18,0.48512587,437.0,212.0,60
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\renderer\xy\DefaultXYItemRenderer.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.renderer.xy,DefaultXYItemRenderer,100.0%,0,6,0,0,0.96153843,52.0,50.0,0
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\renderer\xy\DeviationRenderer.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.renderer.xy,DeviationRenderer,60.000004%,43,24,19,38,0.5614035,342.0,192.0,33
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\renderer\xy\DeviationStepRenderer.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.renderer.xy,DeviationStepRenderer,66.666664%,8,22,13,35,0.4007092,282.0,113.0,3
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\renderer\xy\GradientXYBarPainter.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.renderer.xy,GradientXYBarPainter,71.42857%,257,10,18,26,0.4218289,339.0,143.0,15
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\renderer\xy\HighLowRenderer.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.renderer.xy,HighLowRenderer,50.0%,345,26,29,43,0.52678573,448.0,236.0,54
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\renderer\xy\package-info.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.renderer.xy,package-info,100.0%,0,2,0,0,1.0,4.0,4.0,0
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\renderer\xy\SamplingXYLineRenderer.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.renderer.xy,SamplingXYLineRenderer,75.0%,312,22,16,34,0.5915916,333.0,197.0,10
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\renderer\xy\StackedXYAreaRenderer.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.renderer.xy,StackedXYAreaRenderer,75.0%,342,31,31,66,0.5106732,609.0,311.0,150
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\renderer\xy\StackedXYAreaRenderer2.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.renderer.xy,StackedXYAreaRenderer2,60.000004%,341,26,28,33,0.37931034,493.0,187.0,33
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\renderer\xy\StackedXYBarRenderer.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.renderer.xy,StackedXYBarRenderer,50.0%,289,29,25,36,0.42780748,374.0,160.0,0
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\renderer\xy\StandardXYBarPainter.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.renderer.xy,StandardXYBarPainter,60.000004%,257,9,11,20,0.509901,202.0,103.0,10
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\renderer\xy\StandardXYItemRenderer.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.renderer.xy,StandardXYItemRenderer,58.823524%,365,34,62,92,0.5776053,902.0,521.0,409
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\renderer\xy\VectorRenderer.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.renderer.xy,VectorRenderer,19.999998%,359,20,22,27,0.38853502,314.0,122.0,8
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\renderer\xy\WindItemRenderer.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.renderer.xy,WindItemRenderer,50.0%,304,19,2,20,0.50955415,157.0,80.0,1
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\renderer\xy\XYAreaRenderer.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.renderer.xy,XYAreaRenderer,57.894737%,599,35,39,76,0.48690292,649.0,316.0,81
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\renderer\xy\XYAreaRenderer2.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.renderer.xy,XYAreaRenderer2,50.0%,341,31,22,58,0.45408162,392.0,178.0,0
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\renderer\xy\XYBarPainter.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.renderer.xy,XYBarPainter,100.0%,0,9,0,0,0.9125,80.0,73.0,0
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\renderer\xy\XYBarRenderer.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.renderer.xy,XYBarRenderer,61.363636%,444,42,90,113,0.49769586,1085.0,540.0,784
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\renderer\xy\XYBlockRenderer.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.renderer.xy,XYBlockRenderer,50.0%,379,27,39,40,0.5463917,485.0,265.0,59
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\renderer\xy\XYBoxAndWhiskerRenderer.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.renderer.xy,XYBoxAndWhiskerRenderer,66.666664%,349,28,53,69,0.45566165,733.0,334.0,150
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\renderer\xy\XYBubbleRenderer.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.renderer.xy,XYBubbleRenderer,39.999996%,330,25,16,42,0.44051448,311.0,137.0,8
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\renderer\xy\XYDifferenceRenderer.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.renderer.xy,XYDifferenceRenderer,65.217384%,347,31,64,86,0.37086093,1057.0,392.0,177
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\renderer\xy\XYDotRenderer.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.renderer.xy,XYDotRenderer,50.0%,339,25,24,44,0.56845236,336.0,191.0,24
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\renderer\xy\XYErrorRenderer.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.renderer.xy,XYErrorRenderer,50.0%,64,21,26,38,0.5710843,415.0,237.0,42
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\renderer\xy\XYItemRenderer.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.renderer.xy,XYItemRenderer,48.484848%,591,56,0,0,0.95779955,1327.0,1271.0,0
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\renderer\xy\XYItemRendererState.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.renderer.xy,XYItemRendererState,100.0%,0,33,6,6,0.86263734,182.0,157.0,9
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\renderer\xy\XYLineAndShapeRenderer.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.renderer.xy,XYLineAndShapeRenderer,60.869564%,666,39,82,99,0.5857275,1079.0,632.0,739
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.renderer.xy,XYShapeRenderer,50.0%,392,29,42,54,0.6021314,563.0,339.0,172
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\renderer\xy\XYSplineRenderer.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.renderer.xy,XYSplineRenderer,60.000004%,23,22,24,34,0.5167364,478.0,247.0,13
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\renderer\xy\XYStepAreaRenderer.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.renderer.xy,XYStepAreaRenderer,52.941177%,330,25,34,42,0.5573192,567.0,316.0,104
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\renderer\xy\XYStepRenderer.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.renderer.xy,XYStepRenderer,42.85714%,567,29,16,29,0.51582277,316.0,163.0,9
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\renderer\xy\YIntervalRenderer.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.renderer.xy,YIntervalRenderer,42.85714%,339,28,16,37,0.5270758,277.0,146.0,9
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\StandardChartTheme.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart,StandardChartTheme,67.03297%,654,55,168,161,0.526764,1644.0,866.0,2965
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\swing\AbstractOverlay.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.swing,AbstractOverlay,75.0%,96,8,6,9,0.7821782,101.0,79.0,0
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\swing\ApplicationFrame.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.swing,ApplicationFrame,100.0%,0,1,8,10,0.7280702,114.0,83.0,21
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\swing\ChartFrame.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.swing,ChartFrame,100.0%,0,2,1,1,0.79518074,83.0,66.0,0
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\swing\ChartMouseEvent.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.swing,ChartMouseEvent,100.0%,0,4,3,3,0.88659793,97.0,86.0,3
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\swing\ChartMouseListener.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.swing,ChartMouseListener,100.0%,0,3,0,0,0.9491525,59.0,56.0,0
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\swing\ChartPanel.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.swing,ChartPanel,97.27273%,16,31,199,228,0.52679217,2762.0,1455.0,4421
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\swing\CrosshairOverlay.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.swing,CrosshairOverlay,78.947365%,316,19,36,69,0.3503521,568.0,199.0,113
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\swing\DefaultSelectionZoomStrategy.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.swing,DefaultSelectionZoomStrategy,100.0%,0,4,20,35,0.39330545,239.0,94.0,124
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\swing\editor\ChartEditor.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.swing.editor,ChartEditor,100.0%,0,6,0,0,0.9423077,52.0,49.0,0
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\swing\editor\ChartEditorFactory.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.swing.editor,ChartEditorFactory,100.0%,0,4,0,0,0.96,50.0,48.0,0
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\swing\editor\ChartEditorManager.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.swing.editor,ChartEditorManager,100.0%,0,7,3,5,0.8765432,81.0,71.0,3
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\swing\editor\DefaultAxisEditor.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.swing.editor,DefaultAxisEditor,93.75%,70,15,21,35,0.4785553,443.0,212.0,114
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\swing\editor\DefaultChartEditor.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.swing.editor,DefaultChartEditor,100.0%,0,12,9,17,0.48497853,233.0,113.0,15
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\swing\editor\DefaultChartEditorFactory.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.swing.editor,DefaultChartEditorFactory,100.0%,0,4,1,1,0.8965517,58.0,52.0,0
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\swing\editor\DefaultLogAxisEditor.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.swing.editor,DefaultLogAxisEditor,100.0%,0,7,11,19,0.4966443,149.0,74.0,3
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\swing\editor\DefaultNumberAxisEditor.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.swing.editor,DefaultNumberAxisEditor,100.0%,0,8,11,22,0.39072847,151.0,59.0,3
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\swing\editor\DefaultPlotEditor.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.swing.editor,DefaultPlotEditor,100.0%,0,20,36,55,0.38365898,563.0,216.0,76
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\swing\editor\DefaultPolarPlotEditor.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.swing.editor,DefaultPolarPlotEditor,100.0%,0,9,11,23,0.5159575,188.0,97.0,12
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\swing\editor\DefaultTitleEditor.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.swing.editor,DefaultTitleEditor,100.0%,0,8,13,23,0.541502,253.0,137.0,24
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\swing\editor\DefaultValueAxisEditor.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.swing.editor,DefaultValueAxisEditor,94.44444%,1,12,26,36,0.52861035,367.0,194.0,99
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\swing\editor\FontChooserPanel.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.swing.editor,FontChooserPanel,100.0%,0,4,14,16,0.521978,182.0,95.0,4
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\swing\editor\FontDisplayField.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.swing.editor,FontDisplayField,100.0%,0,3,4,7,0.8023256,86.0,69.0,1
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\swing\editor\LCBLayout.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.swing.editor,LCBLayout,100.0%,0,8,21,13,0.48945147,237.0,116.0,4
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\swing\editor\package-info.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.swing.editor,package-info,100.0%,0,1,0,0,1.0,4.0,4.0,0
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\swing\editor\PaintSample.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.swing.editor,PaintSample,50.0%,41,6,4,11,0.7,100.0,70.0,0
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\swing\editor\StrokeChooserPanel.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.swing.editor,StrokeChooserPanel,100.0%,0,4,2,3,0.7108434,83.0,59.0,0
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\swing\editor\StrokeSample.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.swing.editor,StrokeSample,80.0%,13,4,7,15,0.60273975,146.0,88.0,4
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\swing\MouseWheelHandler.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.swing,MouseWheelHandler,100.0%,0,8,10,18,0.63309354,139.0,88.0,0
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\swing\NumberCellRenderer.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.swing,NumberCellRenderer,100.0%,0,3,3,5,0.6666667,78.0,52.0,0
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\swing\Overlay.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.swing,Overlay,66.666664%,96,7,0,0,0.974359,78.0,76.0,0
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\swing\OverlayChangeEvent.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.swing,OverlayChangeEvent,100.0%,0,5,0,0,0.92156863,51.0,47.0,0
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\swing\OverlayChangeListener.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.swing,OverlayChangeListener,100.0%,0,4,0,0,0.9583333,48.0,46.0,0
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\swing\package-info.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.swing,package-info,100.0%,0,1,0,0,1.0,4.0,4.0,0
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\swing\PolarChartPanel.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.swing,PolarChartPanel,100.0%,0,6,10,17,0.54418606,215.0,117.0,10
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\swing\SelectionZoomStrategy.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.swing,SelectionZoomStrategy,100.0%,0,3,0,0,0.95625,160.0,153.0,0
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\swing\UIUtils.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.swing,UIUtils,100.0%,0,2,11,23,0.59116024,181.0,107.0,28
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\text\AttributedStringUtils.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.text,AttributedStringUtils,100.0%,0,4,8,7,0.5505618,89.0,49.0,0
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\text\format\HexNumberFormat.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.text.format,HexNumberFormat,60.000004%,2,1,5,7,0.85294116,136.0,116.0,0
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\text\format\HMSNumberFormat.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.text.format,HMSNumberFormat,33.333332%,2,1,2,3,0.745283,106.0,79.0,1
C:\Users\luchi\Desktop\jfreechart\jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39\src\main\java\org\jfree\chart\text\format\LogFormat.java,jfreechart.jfreechart-b62b85d0d51c9eede3295d09db030a6105978c39.src.main.java.org.jfree.chart.text.format,LogFormat,37.5%,315,2,15,10,0.6936937,222.0,154.0,0
